"","congress","state_abbrev","district_code","district_id","party_code","icpsr","bioname","nominate_dim1","nominate_dim2","nokken_poole_dim1","nokken_poole_dim2","lcv_pooled_score","est_jobs"
"669",102,"NV",1,"NV-01",100,15403,"BILBRAY, James Hubert",-0.184,0.258,-0.187,0.269,55.1724137931034,46.4574389700519
"670",102,"NH",1,"NH-01",200,29130,"ZELIFF, William H., Jr.",0.438,-0.461,0.437,-0.485,13.7931034482759,13.2154923183101
"671",102,"NH",2,"NH-02",100,29131,"SWETT, Richard",-0.144,-0.141,-0.129,-0.162,86.2068965517241,36.8020654452767
"672",102,"NJ",8,"NJ-08",100,12042,"ROE, Robert A.",-0.326,0.123,-0.365,0.449,41.3793103448276,5.51796850993491
"673",102,"NJ",7,"NJ-07",200,14046,"RINALDO, Matthew John",0.023,-0.392,0.112,-0.199,58.6206896551724,19.2858963251797
"674",102,"NJ",2,"NJ-02",100,14238,"HUGHES, William John",-0.153,-0.204,-0.189,-0.417,89.6551724137931,9.99173644512862
"675",102,"NJ",14,"NJ-14",100,14631,"GUARINI, Frank Joseph, Jr.",-0.295,-0.047,-0.25,0.025,79.3103448275862,9.87060893774256
"676",102,"NJ",6,"NJ-06",100,14815,"DWYER, Bernard James",-0.373,0.048,-0.352,0.11,79.3103448275862,9.23567113966932
"677",102,"NJ",5,"NJ-05",200,14855,"ROUKEMA, Margaret Scafati",0.162,-0.701,0.127,-0.737,44.8275862068966,27.648329199321
"678",102,"NJ",4,"NJ-04",200,14863,"SMITH, Christopher Henry",0.18,-0.174,0.126,-0.19,51.7241379310345,58.9984447830992
"679",102,"NJ",9,"NJ-09",100,15071,"TORRICELLI, Robert Guy",-0.262,-0.118,-0.257,0.072,65.5172413793103,8.05443061070264
"680",102,"NJ",11,"NJ-11",200,15099,"GALLO, Dean Anderson",0.203,-0.498,0.19,-0.515,27.5862068965517,15.6279005691583
"681",102,"NJ",13,"NJ-13",200,15112,"SAXTON, Hugh James",0.238,-0.378,0.247,-0.45,44.8275862068966,3.54779169077567
"682",102,"NJ",3,"NJ-03",100,15454,"PALLONE, Frank, Jr.",-0.402,-0.165,-0.149,-0.353,86.2068965517241,19.5428753655639
"683",102,"NJ",10,"NJ-10",100,15619,"PAYNE, Donald Milford",-0.592,-0.547,-0.613,-0.447,86.2068965517241,3.16678337762017
"684",102,"NJ",1,"NJ-01",100,29132,"ANDREWS, Robert Ernest",-0.297,-0.119,-0.17,-0.116,65.5172413793103,6.46721992803387
"685",102,"NJ",12,"NJ-12",200,29133,"ZIMMER, Richard",0.27,-0.963,0.331,-0.944,65.5172413793103,24.361614744784
"686",102,"NM",2,"NM-02",200,14861,"SKEEN, Joseph Richard",0.301,0.034,0.211,0.064,3.44827586206897,5547.57125516654
"687",102,"NM",3,"NM-03",100,15055,"RICHARDSON, Bill",-0.321,0.227,-0.313,0.241,65.5172413793103,3197.92710145676
"688",102,"NM",1,"NM-01",200,15624,"SCHIFF, Steven Harvey",0.196,-0.261,0.185,-0.251,17.2413793103448,349.794301894603
"689",102,"NY",29,"NY-29",200,10596,"HORTON, Frank Jefferson",-0.004,-0.359,0.02,-0.324,48.2758620689655,20.0092283306959
"690",102,"NY",8,"NY-08",100,10768,"SCHEUER, James Haas",-0.478,-0.349,-0.535,-0.537,93.1034482758621,3.41452401781971
"691",102,"NY",21,"NY-21",200,12013,"FISH, Hamilton, Jr.",0.07,-0.423,0.063,-0.4,82.7586206896552,59.3217337188613
"692",102,"NY",4,"NY-04",200,13021,"LENT, Norman Frederick",0.183,-0.24,0.244,-0.009,6.89655172413793,3.45249773739515
"693",102,"NY",16,"NY-16",100,13035,"RANGEL, Charles B.",-0.514,-0.341,-0.585,-0.245,72.4137931034483,160.886800985874
"694",102,"NY",22,"NY-22",200,14015,"GILMAN, Benjamin Arthur",0.043,-0.425,-0.003,-0.518,68.9655172413793,17.1850366733354
"695",102,"NY",2,"NY-02",100,14214,"DOWNEY, Thomas Joseph",-0.384,-0.341,-0.415,-0.159,82.7586206896552,12.1686732228487
"696",102,"NY",32,"NY-32",100,14248,"LaFALCE, John Joseph",-0.357,0.112,-0.378,0.212,44.8275862068966,7.78596200409648
"697",102,"NY",28,"NY-28",100,14253,"McHUGH, Matthew Francis",-0.353,-0.227,-0.378,-0.005,65.5172413793103,3.72240143298868
"698",102,"NY",33,"NY-33",100,14264,"NOWAK, Henry James",-0.332,-0.123,-0.367,0.132,55.1724137931034,41.2806976017541
"699",102,"NY",13,"NY-13",100,14277,"SOLARZ, Stephen Joshua",-0.429,-0.258,-0.368,-0.257,82.7586206896552,16.6280881549706
"700",102,"NY",17,"NY-17",100,14463,"WEISS, Theodore S.",-0.564,-0.71,-0.62,-0.557,89.6551724137931,163.266697484185
"701",102,"NY",15,"NY-15",200,14471,"GREEN, Sedgwick William (Bill)",-0.044,-0.733,-0.05,-0.715,75.8620689655172,135.367721524529
"702",102,"NY",24,"NY-24",200,14662,"SOLOMON, Gerald Brooks Hunt",0.492,-0.333,0.46,-0.33,13.7931034482759,24.0861447160998
"703",102,"NY",26,"NY-26",200,14840,"MARTIN, David O'Brien",0.232,-0.232,0.262,-0.294,3.44827586206897,10.0004496031073
"704",102,"NY",5,"NY-05",200,14845,"McGRATH, Raymond Joseph",0.185,-0.45,0.114,-0.178,27.5862068965517,2.60382912828027
"705",102,"NY",10,"NY-10",100,14858,"SCHUMER, Charles Ellis (Chuck)",-0.354,-0.418,-0.353,-0.453,89.6551724137931,22.961873993138
"706",102,"NY",7,"NY-07",100,15000,"ACKERMAN, Gary Leonard",-0.429,-0.165,-0.463,-0.178,75.8620689655172,2.0308601115791
"707",102,"NY",25,"NY-25",200,15007,"BOEHLERT, Sherwood Louis",0.103,-0.718,0.018,-0.837,82.7586206896552,12.9362178499058
"708",102,"NY",3,"NY-03",100,15046,"MRAZEK, Robert Jan",-0.349,-0.281,-0.383,-0.335,72.4137931034483,12.3774742361453
"709",102,"NY",12,"NY-12",100,15050,"OWENS, Major Robert Odell",-0.569,-0.516,-0.628,-0.554,86.2068965517241,11.076676132968
"710",102,"NY",11,"NY-11",100,15072,"TOWNS, Edolphus",-0.519,-0.132,-0.582,-0.326,75.8620689655172,14.4994125355639
"711",102,"NY",9,"NY-09",100,15107,"MANTON, Thomas J.",-0.361,0.382,-0.398,0.349,48.2758620689655,5.46884643850861
"712",102,"NY",6,"NY-06",100,15412,"FLAKE, Floyd Harold",-0.455,-0.092,-0.508,-0.327,72.4137931034483,4.07897551428763
"713",102,"NY",1,"NY-01",100,15421,"HOCHBRUECKNER, George Joseph",-0.348,0.117,-0.357,0.049,68.9655172413793,48.1977647327523
"714",102,"NY",34,"NY-34",200,15423,"HOUGHTON, Amory, Jr.",0.154,-0.281,0.141,-0.252,10.3448275862069,305.554289192253
"715",102,"NY",30,"NY-30",100,15444,"SLAUGHTER, Louise McIntosh",-0.465,-0.104,-0.353,-0.239,96.551724137931,0.0696958339983999
"716",102,"NY",19,"NY-19",100,15603,"ENGEL, Eliot Lance",-0.408,-0.093,-0.376,-0.186,89.6551724137931,7.33500591820576
"717",102,"NY",20,"NY-20",100,15612,"LOWEY, Nita M.",-0.389,-0.152,-0.407,-0.249,86.2068965517241,40.6519225584186
"718",102,"NY",23,"NY-23",100,15614,"McNULTY, Michael Robert",-0.369,0.369,-0.352,0.322,37.9310344827586,1.56436779017747
"719",102,"NY",31,"NY-31",200,15618,"PAXON, L. William",0.472,-0.167,0.378,-0.27,10.3448275862069,295.360394968756
"720",102,"NY",27,"NY-27",200,15630,"WALSH, James T.",0.208,-0.19,0.159,-0.259,41.3793103448276,9.98941651314625
"721",102,"NY",14,"NY-14",200,15639,"MOLINARI, Susan",0.256,-0.5,0.215,-0.612,41.3793103448276,14.5647011361617
"722",102,"NY",18,"NY-18",100,29134,"SERRANO, José E.",-0.491,-0.377,-0.56,-0.44,86.2068965517241,3.8052919703108
"723",102,"NC",1,"NC-01",100,10788,"JONES, Walter Beaman, Sr.",-0.259,0.941,-0.333,0.6,31.0344827586207,29.9902993381086
"724",102,"NC",7,"NC-07",100,14048,"ROSE, Charles Grandison, III",-0.319,0.573,-0.391,0.48,51.7241379310345,119.411487832773
"725",102,"NC",8,"NC-08",100,14233,"HEFNER, Willie Gathrel (Bill)",-0.264,0.609,-0.269,0.538,31.0344827586207,10.0908185619982
"726",102,"NC",5,"NC-05",100,14262,"NEAL, Stephen Lybrook",-0.145,0.112,-0.135,0.086,89.6551724137931,20.0163798174348
"727",102,"NC",2,"NC-02",100,15073,"VALENTINE, Itimous Thaddeus, Jr., (Tim)",-0.084,0.465,-0.046,0.484,51.7241379310345,1.07070240934421
"728",102,"NC",6,"NC-06",200,15092,"COBLE, Howard",0.52,-0.081,0.511,-0.19,10.3448275862069,20.0130273101779
"729",102,"NC",9,"NC-09",200,15108,"McMILLAN, John Alexander, III (Alex)",0.294,-0.248,0.311,-0.222,17.2413793103448,119.691809487563
"730",102,"NC",10,"NC-10",200,15402,"BALLENGER, Cass",0.464,-0.145,0.501,-0.291,3.44827586206897,20.1810427353214
"731",102,"NC",3,"NC-03",100,15430,"LANCASTER, H. Martin",-0.134,0.416,-0.128,0.333,44.8275862068966,19.6207628562001
"732",102,"NC",4,"NC-04",100,15438,"PRICE, David Eugene",-0.343,-0.03,-0.303,0.213,72.4137931034483,69.9077413235244
"733",102,"NC",11,"NC-11",200,29135,"TAYLOR, Charles Hart",0.488,0.116,0.479,-0.226,3.44827586206897,20.0077599315916
"734",102,"ND",1,"ND-AL",100,14812,"DORGAN, Byron Leslie",-0.267,0.09,-0.144,-0.249,37.9310344827586,3362.5316293425
"735",102,"OH",10,"OH-10",200,11034,"MILLER, Clarence E.",0.416,-0.304,0.448,-0.13,3.44827586206897,4019.91123696908
"736",102,"OH",15,"OH-15",200,11058,"WYLIE, Chalmers Pangburn",0.23,-0.13,0.285,0.019,6.89655172413793,382.04196830857
"737",102,"OH",21,"OH-21",100,12030,"STOKES, Louis",-0.578,-0.312,-0.612,-0.389,79.3103448275862,13.6491578881836
"738",102,"OH",16,"OH-16",200,14045,"REGULA, Ralph Straus",0.221,-0.223,0.186,-0.444,17.2413793103448,1471.14738907371
"739",102,"OH",2,"OH-02",200,14225,"GRADISON, Willis David, Jr.",0.233,-0.338,0.272,-0.198,20.6896551724138,89.699299201998
"740",102,"OH",18,"OH-18",100,14402,"APPLEGATE, Douglas Earl",-0.106,0.166,-0.103,0.154,37.9310344827586,3681.29266893923
"741",102,"OH",20,"OH-20",100,14443,"OAKAR, Mary Rose",-0.4,0.07,-0.444,0.182,37.9310344827586,19.9738519792918
"742",102,"OH",13,"OH-13",100,14445,"PEASE, Donald James",-0.308,-0.329,-0.314,-0.491,75.8620689655172,104.765604392936
"743",102,"OH",3,"OH-03",100,14632,"HALL, Tony Patrick",-0.28,0.155,-0.293,0.267,44.8275862068966,61.2136205046844
"744",102,"OH",11,"OH-11",100,14818,"ECKART, Dennis Edward",-0.242,-0.258,-0.309,-0.254,68.9655172413793,332.366863297513
"745",102,"OH",6,"OH-06",200,14844,"McEWEN, Bob",0.359,0.089,0.473,0.125,0,1008.05528910415
"746",102,"OH",4,"OH-04",200,14875,"OXLEY, Michael Garver",0.382,-0.093,0.373,0.018,0,152.920606394389
"747",102,"OH",19,"OH-19",100,15024,"FEIGHAN, Edward Farrell",-0.304,-0.267,-0.344,-0.184,72.4137931034483,51.1896238411872
"748",102,"OH",9,"OH-09",100,15029,"KAPTUR, Marcia Carolyn (Marcy)",-0.347,0.122,-0.325,0.236,58.6206896551724,11.5140800666029
"749",102,"OH",12,"OH-12",200,15030,"KASICH, John Richard",0.314,0.013,0.283,0.014,24.1379310344828,350.304654449299
"750",102,"OH",17,"OH-17",100,15121,"TRAFICANT, James A., Jr.",-0.082,0.071,-0.249,-0.022,55.1724137931034,265.078463917967
"751",102,"OH",14,"OH-14",100,15442,"SAWYER, Thomas Charles",-0.377,-0.114,-0.366,-0.221,62.0689655172414,174.850382858938
"752",102,"OH",5,"OH-05",200,15604,"GILLMOR, Paul Eugene",0.254,0.106,0.216,-0.036,20.6896551724138,50.638281568037
"753",102,"OH",1,"OH-01",100,15823,"LUKEN, Charles J.",-0.099,0.062,-0.098,0.065,58.6206896551724,157.644250025295
"754",102,"OH",7,"OH-07",200,29136,"HOBSON, David Lee",0.315,-0.229,0.289,-0.36,10.3448275862069,78.8721909491149
"755",102,"OH",8,"OH-08",200,29137,"BOEHNER, John Andrew",0.513,0.04,0.506,-0.112,0,41.2573889560633
"756",102,"OK",6,"OK-06",100,14219,"ENGLISH, Glenn Lee, Jr.",-0.027,0.603,-0.042,0.481,34.4827586206897,6088.1461725293
"757",102,"OK",5,"OK-05",200,14415,"EDWARDS, Marvin Henry (Mickey)",0.394,-0.05,0.381,-0.08,0,5046.43069014335
"758",102,"OK",2,"OK-02",100,14667,"SYNAR, Michael Lynn",-0.321,-0.032,-0.389,-0.291,79.3103448275862,1976.61854718752
"759",102,"OK",4,"OK-04",100,14843,"McCURDY, David Keith",-0.112,0.299,-0.129,0.119,44.8275862068966,3142.43118653379
"760",102,"OK",1,"OK-01",200,15424,"INHOFE, James Mountain",0.552,0.045,0.495,-0.058,0,3517.71553973141
"761",102,"OK",3,"OK-03",100,29138,"BREWSTER, William K.",-0.08,0.688,-0.149,0.645,24.1379310344828,2729.13127122419
"762",102,"OR",1,"OR-01",100,14201,"AuCOIN, Les",-0.231,-0.418,-0.361,-0.464,72.4137931034483,20.0937388190753
"763",102,"OR",3,"OR-03",100,14871,"WYDEN, Ronald Lee",-0.331,-0.484,-0.346,-0.431,79.3103448275862,0
"764",102,"OR",2,"OR-02",200,15063,"SMITH, Robert Freeman",0.396,-0.203,0.433,-0.146,0,28.2495250952922
"765",102,"OR",4,"OR-04",100,15410,"DeFAZIO, Peter Anthony",-0.427,-0.002,-0.399,-0.083,75.8620689655172,80.415218731802
"766",102,"OR",5,"OR-05",100,29139,"KOPETSKI, Michael J.",-0.589,0.497,-0.52,0.377,58.6206896551724,21.2398006650157
"767",102,"PA",10,"PA-10",200,10607,"McDADE, Joseph Michael",0.093,-0.355,0.136,-0.415,17.2413793103448,230.546407710757
"768",102,"PA",20,"PA-20",100,11067,"GAYDOS, Joseph Matthew",-0.278,0.398,-0.254,0.606,34.4827586206897,624.958794998732
"769",102,"PA",13,"PA-13",200,12010,"COUGHLIN, Robert Lawrence",0.204,-0.844,0.21,-0.541,24.1379310344828,80.3785619990213
"770",102,"PA",6,"PA-06",100,12035,"YATRON, Gus",-0.174,0.094,-0.245,0.425,41.3793103448276,828.513208741875
"771",102,"PA",9,"PA-09",200,14052,"SHUSTER, E. G. (Bud)",0.416,0.144,0.401,0.117,0,1257.06391312357
"772",102,"PA",12,"PA-12",100,14072,"MURTHA, John Patrick, Jr.",-0.265,0.569,-0.341,0.684,37.9310344827586,2588.47788754253
"773",102,"PA",5,"PA-05",200,14273,"SCHULZE, Richard Taylor",0.271,-0.036,0.307,0.191,10.3448275862069,156.262633401444
"774",102,"PA",19,"PA-19",200,14288,"GOODLING, William Franklin",0.336,-0.494,0.303,-0.367,10.3448275862069,32.9057770509338
"775",102,"PA",8,"PA-08",100,14431,"KOSTMAYER, Peter Houston",-0.298,-0.573,-0.349,-0.458,89.6551724137931,26.3698764044776
"776",102,"PA",22,"PA-22",100,14441,"MURPHY, Austin John",-0.081,-0.357,-0.093,-0.519,48.2758620689655,4008.57800051325
"777",102,"PA",16,"PA-16",200,14461,"WALKER, Robert Smith",0.581,-0.639,0.621,-0.349,6.89655172413793,127.092753268878
"778",102,"PA",23,"PA-23",200,14612,"CLINGER, William Floyd, Jr.",0.176,-0.221,0.219,-0.018,13.7931034482759,3115.66643417735
"779",102,"PA",2,"PA-02",100,14629,"GRAY, William Herbert, III",-0.511,-0.219,-0.49,0.163,38.4615384615385,2.0992950382119
"780",102,"PA",15,"PA-15",200,14654,"RITTER, Donald Lawrence",0.268,-0.154,0.238,-0.069,20.6896551724138,30.6189711588302
"781",102,"PA",14,"PA-14",100,14808,"COYNE, William Joseph",-0.494,-0.119,-0.502,0.054,68.9655172413793,164.322808248534
"782",102,"PA",1,"PA-01",100,14823,"FOGLIETTA, Thomas Michael",-0.506,-0.057,-0.547,-0.047,58.6206896551724,2.2422062775156
"783",102,"PA",3,"PA-03",100,15008,"BORSKI, Robert Anthony, Jr.",-0.416,0.406,-0.382,0.411,51.7241379310345,3.86264415027019
"784",102,"PA",17,"PA-17",200,15026,"GEKAS, George William",0.426,-0.295,0.412,-0.425,13.7931034482759,142.189405964179
"785",102,"PA",4,"PA-04",100,15031,"KOLTER, Joseph Paul",-0.28,0.388,-0.284,0.682,34.4827586206897,3579.95548452594
"786",102,"PA",21,"PA-21",200,15056,"RIDGE, Thomas Joseph",0.186,-0.669,0.204,-0.599,13.7931034482759,907.058616652492
"787",102,"PA",11,"PA-11",100,15104,"KANJORSKI, Paul E.",-0.303,0.364,-0.279,0.414,55.1724137931034,860.205820209927
"788",102,"PA",7,"PA-07",200,15447,"WELDON, Wayne Curtis (Curt)",0.232,-0.324,0.259,-0.521,41.3793103448276,7.84417146995143
"789",102,"PA",2,"PA-02",100,29140,"BLACKWELL, Lucien Edward",-0.538,-0.216,-0.56,-0.248,62.0689655172414,2.0992950382119
"790",102,"PA",18,"PA-18",200,29141,"SANTORUM, Richard John (Rick)",0.338,-0.234,0.329,-0.26,10.3448275862069,764.165793195857
"791",102,"RI",1,"RI-01",200,15615,"MACHTLEY, Ronald K.",0.113,-0.86,0.091,-0.765,82.7586206896552,3.36263595244075
"792",102,"RI",2,"RI-02",100,29142,"REED, John F. (Jack)",-0.367,-0.172,-0.315,-0.345,93.1034482758621,26.632832773756
"793",102,"SC",2,"SC-02",200,13042,"SPENCE, Floyd Davidson",0.32,0.185,0.304,0.107,6.89655172413793,19.9485112343413
"794",102,"SC",3,"SC-03",100,14212,"DERRICK, Butler Carson, Jr.",-0.215,0.258,-0.231,0.185,58.6206896551724,10.0034400701882
"795",102,"SC",5,"SC-05",100,15064,"SPRATT, John McKee, Jr.",-0.256,0.255,-0.211,0.204,72.4137931034483,20.0546148385907
"796",102,"SC",6,"SC-06",100,15068,"TALLON, Robert Mooneyhan, Jr. (Robin)",-0.1,0.366,-0.143,0.417,31.0344827586207,10.0555112074647
"797",102,"SC",4,"SC-04",100,15171,"PATTERSON, Elizabeth J.",-0.055,0.229,-0.053,0.261,58.6206896551724,9.99770182386446
"798",102,"SC",1,"SC-01",200,15439,"RAVENEL, Arthur, Jr.",0.162,-0.119,0.133,-0.18,82.7586206896552,39.9370298379428
"799",102,"SD",1,"SD-AL",100,15425,"JOHNSON, Timothy Peter (Tim)",-0.25,0.143,-0.18,0.047,68.9655172413793,169.983375645879
"800",102,"TN",1,"TN-01",200,10616,"QUILLEN, James Henry",0.246,0.23,0.281,0.086,3.44827586206897,140.026111208874
"801",102,"TN",9,"TN-09",100,14224,"FORD, Harold Eugene",-0.438,-0.064,-0.393,-0.322,68.9655172413793,2.64766793678005
"802",102,"TN",3,"TN-03",100,14251,"LLOYD, Marilyn Laird",-0.058,0.452,-0.061,0.447,31.0344827586207,355.811368136016
"803",102,"TN",4,"TN-04",100,15019,"COOPER, James Hayes Shofner",-0.164,-0.033,-0.133,0.111,68.9655172413793,1348.88198095255
"804",102,"TN",7,"TN-07",200,15066,"SUNDQUIST, Donald Kenneth",0.371,-0.202,0.378,-0.139,6.89655172413793,4.04555839515315
"805",102,"TN",6,"TN-06",100,15100,"GORDON, Barton Jennings",-0.204,0.286,-0.257,0.176,55.1724137931034,50.2379442632782
"806",102,"TN",5,"TN-05",100,15450,"CLEMENT, Robert Nelson",-0.216,0.327,-0.184,0.259,44.8275862068966,69.715682912141
"807",102,"TN",2,"TN-02",200,15455,"DUNCAN, John J., Jr.",0.604,-0.476,0.525,-0.078,6.89655172413793,70.7627264898588
"808",102,"TN",8,"TN-08",100,15628,"TANNER, John S.",-0.182,0.648,-0.118,0.618,27.5862068965517,13.3655580168068
"809",102,"TX",9,"TX-09",100,1077,"BROOKS, Jack Bascom",-0.407,0.725,-0.386,0.654,34.4827586206897,2831.51529232089
"810",102,"TX",10,"TX-10",100,10614,"PICKLE, James Jarrell (Jake)",-0.218,0.523,-0.229,0.42,37.9310344827586,886.14768949358
"811",102,"TX",15,"TX-15",100,10716,"de la GARZA, Eligio, II (Kika)",-0.255,0.757,-0.315,0.615,31.0344827586207,5262.72301467968
"812",102,"TX",7,"TX-07",200,13002,"ARCHER, William Reynolds, Jr.",0.496,0.2,0.565,0.498,17.2413793103448,7716.30657606807
"813",102,"TX",2,"TX-02",100,14062,"WILSON, Charles",-0.196,0.474,-0.155,0.513,37.9310344827586,1281.49560071895
"814",102,"TX",24,"TX-24",100,14626,"FROST, Jonas Martin",-0.316,0.354,-0.324,0.428,55.1724137931034,2361.44049258974
"815",102,"TX",17,"TX-17",100,14664,"STENHOLM, Charles Walter",0.019,1,0.052,0.999,3.44827586206897,7041.15249048938
"816",102,"TX",8,"TX-08",200,14822,"FIELDS, Jack Milton, Jr.",0.541,-0.128,0.552,0.032,0,7570.97732734986
"817",102,"TX",4,"TX-04",100,14828,"HALL, Ralph Moody",0.096,0.995,0.102,0.995,0,3416.24397374578
"818",102,"TX",25,"TX-25",100,15001,"ANDREWS, Michael Allen",-0.135,0.32,-0.139,0.284,51.7241379310345,3176.50742920937
"819",102,"TX",5,"TX-05",100,15013,"BRYANT, John Wiley",-0.358,0.135,-0.326,0.212,75.8620689655172,2675.10964302967
"820",102,"TX",16,"TX-16",100,15018,"COLEMAN, Ronald D'Emory",-0.402,0.548,-0.377,0.539,65.5172413793103,1465.03175422841
"821",102,"TX",27,"TX-27",100,15049,"ORTIZ, Solomon P.",-0.272,0.712,-0.294,0.801,20.6896551724138,1821.6357696731
"822",102,"TX",6,"TX-06",200,15085,"BARTON, Joe Linus",0.528,0.047,0.528,0.224,0,3495.42678827834
"823",102,"TX",23,"TX-23",100,15089,"BUSTAMANTE, Albert G.",-0.392,0.667,-0.386,0.503,44.8275862068966,2039.12065379673
"824",102,"TX",19,"TX-19",200,15093,"COMBEST, Larry Ed",0.458,0.555,0.459,0.588,0,6919.53923883627
"825",102,"TX",22,"TX-22",200,15094,"DeLAY, Thomas Dale",0.593,0.059,0.648,0.21,3.44827586206897,3003.32165493793
"826",102,"TX",26,"TX-26",200,15125,"ARMEY, Richard Keith",0.635,-0.089,0.722,-0.041,0,1182.79420273741
"827",102,"TX",1,"TX-01",100,15129,"CHAPMAN, Jim",-0.198,0.657,-0.232,0.77,6.89655172413793,4734.68105763535
"828",102,"TX",21,"TX-21",200,15445,"SMITH, Lamar Seeligson",0.425,0.061,0.378,-0.345,17.2413793103448,8297.78082794453
"829",102,"TX",14,"TX-14",100,15611,"LAUGHLIN, Gregory H.",-0.097,0.858,-0.131,0.991,17.2413793103448,3908.73162396163
"830",102,"TX",13,"TX-13",100,15623,"SARPALIUS, William",-0.078,0.997,-0.065,0.998,13.7931034482759,5160.40403392236
"831",102,"TX",12,"TX-12",100,15636,"GEREN, Preston M. (Pete)",-0.032,0.729,-0.019,0.696,20.6896551724138,1275.08205702178
"832",102,"TX",3,"TX-03",200,29143,"JOHNSON, Sam",0.61,0.277,0.528,0.403,3.44827586206897,1322.07116687519
"833",102,"TX",11,"TX-11",100,29144,"EDWARDS, Thomas Chester (Chet)",-0.226,0.5,-0.201,0.73,31.0344827586207,409.208043188025
"834",102,"TX",18,"TX-18",100,29145,"WASHINGTON, Craig Anthony",-0.766,-0.439,-0.817,-0.521,79.3103448275862,1340.46983432622
"835",102,"UT",2,"UT-02",100,14042,"OWENS, Douglas Wayne",-0.253,-0.237,-0.2,-0.324,86.2068965517241,262.432540733483
"836",102,"UT",1,"UT-01",200,14829,"HANSEN, James Vear",0.496,0.143,0.478,0.146,3.44827586206897,124.267152070076
"837",102,"UT",3,"UT-03",100,29146,"ORTON, William",-0.086,0.483,-0.016,0.195,20.6896551724138,4022.14639980556
"838",102,"VA",3,"VA-03",200,14802,"BLILEY, Thomas Jerome, Jr.",0.382,-0.13,0.379,-0.178,0,253.143256957527
"839",102,"VA",10,"VA-10",200,14869,"WOLF, Frank Rudolph",0.284,-0.213,0.297,-0.35,13.7931034482759,24.5372164993897
"840",102,"VA",1,"VA-01",200,15003,"BATEMAN, Herbert Harvell",0.242,0.191,0.241,0.179,6.89655172413793,40.188835675898
"841",102,"VA",9,"VA-09",100,15010,"BOUCHER, Frederick C.",-0.265,0.189,-0.348,0.368,51.7241379310345,13918.3344626755
"842",102,"VA",6,"VA-06",100,15048,"OLIN, James R.",-0.119,0.05,-0.171,0.152,34.4827586206897,140.120008100369
"843",102,"VA",4,"VA-04",100,15060,"SISISKY, Norman",-0.122,0.453,-0.097,0.417,24.1379310344828,41.3324602884666
"844",102,"VA",7,"VA-07",200,15115,"SLAUGHTER, Daniel French, Jr.",0.38,-0.18,0.365,0.001,0,110.26929842782
"845",102,"VA",2,"VA-02",100,15437,"PICKETT, Owen Bradford",-0.149,0.555,-0.119,0.585,27.5862068965517,0
"846",102,"VA",5,"VA-05",100,15452,"PAYNE, Lewis Franklin, Jr.",-0.148,0.418,-0.119,0.452,51.7241379310345,70.0442252610313
"847",102,"VA",7,"VA-07",200,29148,"ALLEN, George",0.409,-0.053,0.477,-0.206,13.7931034482759,110.26929842782
"848",102,"VA",8,"VA-08",100,29149,"MORAN, James P.",-0.302,-0.203,-0.255,-0.065,58.6206896551724,64.8389765999899
"849",102,"WA",6,"WA-06",100,14413,"DICKS, Norman DeValois",-0.312,0.11,-0.292,0.221,48.2758620689655,3.19628439214647
"850",102,"WA",2,"WA-02",100,14666,"SWIFT, Allan Byron",-0.43,0.099,-0.473,0.338,37.9310344827586,454.8535874786
"851",102,"WA",4,"WA-04",200,14847,"MORRISON, Sidney Wallace",0.153,-0.158,0.101,-0.19,27.5862068965517,37.4271708231531
"852",102,"WA",8,"WA-08",200,15016,"CHANDLER, Rodney Dennis",0.254,-0.612,0.293,-0.488,13.7931034482759,142.829719303557
"853",102,"WA",1,"WA-01",200,15110,"MILLER, John Ripin",0.168,-0.555,0.248,-0.809,34.4827586206897,12.8880693947194
"854",102,"WA",7,"WA-07",100,15613,"McDERMOTT, James A.",-0.666,-0.197,-0.52,-0.364,82.7586206896552,12.0667793095914
"855",102,"WA",3,"WA-03",100,15629,"UNSOELD, Jolene",-0.52,-0.019,-0.506,-0.107,82.7586206896552,1032.7501068634
"856",102,"WV",4,"WV-04",100,14448,"RAHALL, Nick Joe, II",-0.306,0.45,-0.293,0.36,58.6206896551724,11387.625286972
"857",102,"WV",2,"WV-02",100,15065,"STAGGERS, Harley Orrin, Jr.",-0.315,0.158,-0.247,0.092,48.2758620689655,9078.24628721614
"858",102,"WV",3,"WV-03",100,15077,"WISE, Robert Ellsworth, Jr.",-0.32,0.253,-0.362,0.319,48.2758620689655,8433.42353477492
"859",102,"WV",1,"WV-01",100,15083,"MOLLOHAN, Alan Bowlby",-0.292,0.657,-0.31,0.748,37.9310344827586,4497.43141852234
"860",102,"WI",7,"WI-07",100,12036,"OBEY, David Ross",-0.45,-0.063,-0.425,-0.089,68.9655172413793,19.9960861502748
"861",102,"WI",1,"WI-01",100,13003,"ASPIN, Leslie",-0.32,-0.125,-0.275,0.184,62.0689655172414,0.0182469441437378
"862",102,"WI",8,"WI-08",200,14655,"ROTH, Toby A.",0.351,-0.21,0.385,-0.122,17.2413793103448,10
"863",102,"WI",9,"WI-09",200,14657,"SENSENBRENNER, Frank James, Jr.",0.638,-0.579,0.625,-0.781,24.1379310344828,10.4860961423213
"864",102,"WI",6,"WI-06",200,14675,"PETRI, Thomas Evert",0.379,-0.367,0.294,-0.129,41.3793103448276,0.000494844136385085
